ein,name,IRS_sub_name,address,city,state,zipcode,subsection_code,ntee_code,site_url,mission,like_understood
954528502,10-20 CLUB INCORPORATED,10-20 CLUB INCORPORATED,8221 EAST THIRD STREET,DOWNEY,CA,90241-3717,501(c)(3),P99,,HELPS YOUTH TO STAY AWAY FROM DRUGS,0
411894487,10-25 TOMORROW FOUNDATION,10-25 TOMORROW FOUNDATION,PO BOX 5628,MINNEAPOLIS,MN,55440-5628,501(c)(3),T90Z,,,0
320406011,10-33,10-33,3919 MILLBROOK DR,BRYANT,AR,72022-9196,501(c)(3),X21,,,0
362820932,10-33 AMBULANCE SERVICE LIMITED,10-33 AMBULANCE SERVICE LIMITED,3 WOLFER INDUSTRIAL PARK,SPRING VALLEY,IL,61362-9601,501(c)(3),,http://www.1033ambulance.org/,Ambulance Service,0
731058822,10-33 EMERGENCY C B TEAM,10-33 EMERGENCY C B TEAM,PO BOX 815,NOWATA,OK,74048-0815,501(c)(3),E62,,VOLUNTEER AMBULANCE SERVICE,0
821655205,10-33 STMR,10-33 STMR,10436 CHEROKEE LN,PARKER,CO,80138-6810,501(c)(3),W12,,FAMILIES OF FALLEN LAW ENFORCEMENT,1
453019229,10-4 CORPORATION,10-4 CORPORATION,5160 DIAMOND CIR,TUSCALOOSA,AL,35405-6042,501(c)(3),P99,,,0
821907122,10-4 GOD INC,10-4 GOD INC,10004 LIANA LN,RALEIGH,NC,27613-5905,501(c)(3),X20,,,0
822487474,10-40 PROJECT,10-40 PROJECT,62 SWEET BAY TRL,PETAL,MS,39465-9463,501(c)(3),P20,,,0
810971647,10-42 CORPORATION,10-42 CORPORATION,16048 NW 208TH WAY,HIGH SPRINGS,FL,32643-8390,501(c)(3),I60,,,0
833792428,10-7 AT BIG LAND,10-7 AT BIG LAND,10264 N FRONTAGE RD,YUMA,AZ,85365-7171,501(c)(3),N20,http://www.ten7bigland.com/,,0
451600216,10-7 K9 ASSOCIATION,10-7 K9 ASSOCIATION,618 W VISTA DR,GARLAND,TX,75041-3032,501(c)(3),I60,,,0
463565811,10-7 OUTDOORS,10-7 OUTDOORS ,PO BOX 173911,ARLINGTON,TX,76003-3911,501(c)(3),I19,http://www.10-7outdoors.com/,,0
465345026,10-78 UTAH FOUNDATION,10-78 UTAH FOUNDATION,PO BOX 579,MONA,UT,84645-0579,501(c)(3),P12,http://www.1078utahfoundation.com/,,0
450648377,10-90 COPPERSTATE FOUNDATION INC,10-90 COPPERSTATE FOUNDATION INC,6109 N PALO CRISTI RD,PARADISE VLY,AZ,85253-3747,501(c)(3),M126,http://www.1090foundation.org/,SEE SCHEDULE O,0
824496207,10-SEC,10-SEC,2153 DOUGS WAY,HEISKELL,TN,37754-5138,501(c)(3),U03,,,0
300659513,100 ACADEMY FOUNDATION,100 ACADEMY FOUNDATION,9850 S MARYLAND PKWY A5372,LAS VEGAS,NV,89183-7146,501(c)(3),B12,,,0
844905130,100 ACADEMY PANTHER FOUNDATION,100 ACADEMY PANTHER FOUNDATION,2341,NORTH LAS VEGAS,NV,89032-0000,501(c)(3),O51,,,0
263746691,100 ACRE WOOD DAYCARE INC,100 ACRE WOOD DAYCARE INC,1340 ONONDAGA RD,HOLT,MI,48842-8641,501(c)(3),P33,,PROVIDE DAYCARE SERVICES TO THE GENERAL PUBLIC.,2
256714457,100 ACRE WOOD FOUNDATION,100 ACRE WOOD FOUNDATION,PO BOX 21,QUAKERTOWN,PA,18951-0021,501(c)(3),T22,,,0
204137076,100 ACRE WOOD WILDLIFEREHABILITATION INC,100 ACRE WOOD WILDLIFEREHABILITATION INC,99 KOHEN RD,BROOKSVILLE,FL,34601-2766,501(c)(3),D30,,,0
431566609,100 BLACK MEN,100 BLACK MEN ,4631 DELMAR BLVD,SAINT LOUIS,MO,63108-1703,501(c)(3),X99Z,,"Youth mentonng in our community -such includes providing scholarships in addition, we promote health & wellness and education",4
262409649,100 BLACK MEN CAPITOL CHARTER INITIATIVE,100 BLACK MEN CAPITOL CHARTER INITIATIVE,PO BOX 2286,BATON ROUGE,LA,70821,501(c)(3),S82,,"Prepare students for higher education and the career of their choice by ensuring mastery of skills, knowledge and the tools needed to succeed in society through a commitment to educational excellence, civic responsibility and respect for the community, environment and a global society.",3
631283450,100 BLACK MEN GREATER MONTGOMERY AREA INC,100 BLACK MEN GREATER MONTGOMERY AREA INC,PO BOX 24173,MONTGOMERY,AL,36124-0000,501(c)(3),P99,http://www.montgomery100.org/,Our mission is to improve the quality of life within our communities and enhance educational and economic opportunities for all.,3
364104895,100 BLACK MEN IN CHICAGO INC,100 BLACK MEN IN CHICAGO INC,3473 S KING DR,CHICAGO,IL,60616-4108,501(c)(3),A20,,"TO IMPROVE THE CHANCES OF SUCCESS FOR YOUNG AFRICAN AMERICAN MALES BY ENCOURAGING THEM TOWARD SUCCESS THROUGH THE EDUCATIONAL PROCESS AND SHARING LIFE EXPERIENCES WITH THEM, INSTILLING A SYSTEM OF VALUES, ETHICS AND EXPOSING THEM TO THE WORLD BEYOND THEIR IMMEDIATE COMMUNITIES.",4
270094249,100 BLACK MEN MILLEDGEVILLE-OCONEE AREA INC,100 BLACK MEN MILLEDGEVILLE-OCONEE AREA INC,237 PEBBLEBROOK LN,MACON,GA,31220-8713,501(c)(3),O30,http://www.100blackmenmilledgeville/oconee.org,,0
825078135,100 BLACK MEN OF AKRON INC,100 BLACK MEN OF AKRON INC,220 S BALCH ST,AKRON,OH,44302-1638,501(c)(3),O50,,,0
582422484,100 BLACK MEN OF ALBANY GA INC,100 BLACK MEN OF ALBANY GA INC,POST OFFICE 5674,ALBANY,GA,31706,501(c)(3),S82,http://100albany.org/,,0
371220811,100 BLACK MEN OF ALTON INC,100 BLACK MEN OF ALTON INC,PO BOX 1497,ALTON,IL,62002-1497,501(c)(3),,http://www.100bma.org/,"CHARITABLE ORGANIZATION MENTORING, SCHOLARSHIPS, HEALTH PROGRAM AND YOOTH ACTIVITIES",4
421590355,100 BLACK MEN OF AMERICA,100 BLACK MEN OF AMERICA ,PO BOX 202,CANTON,MS,39046-0202,501(c)(3),B82,,PROVIDE SCHOLARSHIPS/EDUCATION,1
581974429,100 BLACK MEN OF AMERICA INC,100 BLACK MEN OF AMERICA INC,141 AUBURN AVE NE,ATLANTA,GA,30303-2503,501(c)(3),O30Z,http://100blackmen.org/,"To improve the quality of life and enhancing educational and economic opportunities for all African Americans, particularly youth.",2
311693479,100 BLACK MEN OF AMERICA INC GREATER DALLAS CHAPTER,100 BLACK MEN OF AMERICA INC GREATER DALLAS CHAPTER,PO BOX 75222,DALLAS,TX,75222-0000,501(c)(3),P20,http://100bmgdfw.org/,,0
272197170,100 BLACK MEN OF AMERICA INCORPORATED,100 BLACK MEN OF AMERICA INCORPORATED,PO BOX 2435,TUSCALOOSA,AL,35403-2435,501(c)(3),O30,http://www.100blackmenofwestalabama.org/,,0
813764298,100 BLACK MEN OF AMERICA OF SELMA,100 BLACK MEN OF AMERICA OF SELMA,419 BIRCH AVE,SELMA,AL,36701-6104,501(c)(3),O30,,,0
581721923,100 BLACK MEN OF ATLANTA INC,100 BLACK MEN OF ATLANTA INC,101 JACKSON ST NE,ATLANTA,GA,30312-1501,501(c)(3),,http://www.100blackmen-atlanta.org/,"The mission of 100 Black Men of Atlanta, Inc. is to provide support and improve the quality of life for African Americans, and youth in particular, in the Atlanta community. Our work provides a foundation for upward economic mobility for motivated young people in low-income communities by closing the academic achievement gap and opening the doors to higher education.",9
582095878,100 BLACK MEN OF AUGUSTA INC,100 BLACK MEN OF AUGUSTA INC,PO BOX 12275,AUGUSTA,GA,30914-2275,501(c)(3),O99,,TO IMPROVE CHANCES OF SUCCESS FOR DISADVANTAGED CHILDREN,0
462131343,100 BLACK MEN OF AUSTIN,100 BLACK MEN OF AUSTIN,PO BOX 6593,AUSTIN,TX,78762-6593,501(c)(3),A23,http://www.100blackmenaustin.org/,,0
582141984,100 BLACK MEN OF BRADLEY COUNTY INC,100 BLACK MEN OF BRADLEY COUNTY INC,PO BOX 5677,CLEVELAND,TN,37320-5677,501(c)(3),O20,,Educational Assistance,0
471227575,100 BLACK MEN OF BROOKS-GRADY-THOMAS COUNTIES INC,100 BLACK MEN OF BROOKS-GRADY-THOMAS COUNTIES INC,50 HAWKS CRST,THOMASVILLE,GA,31792-0430,501(c)(3),B82,,,0
721565699,100 BLACK MEN OF CENTRAL ILLINOIS INC,100 BLACK MEN OF CENTRAL ILLINOIS INC,2103 CLEARWATER AVE,BLOOMINGTON,IL,61704-2358,501(c)(3),B99,,,0
300598112,100 BLACK MEN OF CENTRAL VIRGINIA INCORPORATED,100 BLACK MEN OF CENTRAL VIRGINIA INCORPORATED,PO BOX 8226,CHARLOTTESVLE,VA,22906-8226,501(c)(3),B99,http://www.100bmocv.org/,MENTORING YOUNG BLACK MALES,1
821792645,100 BLACK MEN OF CHARLESTON S C,100 BLACK MEN OF CHARLESTON S C,PO BOX 21232,CHARLESTON,SC,29413-1232,501(c)(3),S82,,,0
311535842,100 BLACK MEN OF CLEVELAND INCORPORATED,100 BLACK MEN OF CLEVELAND INCORPORATED,27801 EUCLID AVE STE 410,EUCLID,OH,44132-3547,501(c)(3),O30,,,0
262105444,100 BLACK MEN OF COASTAL CAROLINA,100 BLACK MEN OF COASTAL CAROLINA,3600 SOUTH COLLEGE RD STE 390,WILMINGTON,NC,28412-5240,501(c)(3),B82,,,0
582583415,100 BLACK MEN OF COLUMBUS GEORGIA INC,100 BLACK MEN OF COLUMBUS GEORGIA INC,PO BOX 2564,COLUMBUS,GA,31902-2564,501(c)(3),O40,,MENTORING MINORITY YOUTH,0
640874131,100 BLACK MEN OF COLUMBUS MS INC,100 BLACK MEN OF COLUMBUS MS INC,PO BOX 262,COLUMBUS,MS,39703-0262,501(c)(3),I21,,Intellectual development of youth,0
841319105,100 BLACK MEN OF DENVER INC,100 BLACK MEN OF DENVER INC,PO BOX 762,ERIE,CO,80516-0762,501(c)(3),I21M,http://100bmdenver.org/,,0
721509143,100 BLACK MEN OF EAST FELICIANA PARISH,100 BLACK MEN OF EAST FELICIANA PARISH,7733 HIGHWAY 67,CLINTON,LA,70722-4905,501(c)(3),O30,,TO HELP THE COMMUNITY THROUGH CHATIBLE MEANS,2
30419205,100 BLACK MEN OF EASTERN NORTH CAROLINA,100 BLACK MEN OF EASTERN NORTH CAROLINA,3005 ELLSWORTH DR,GREENVILLE,NC,27834-4917,501(c)(3),P20,,,0
260466444,100 BLACK MEN OF GREATER AKRON INC,100 BLACK MEN OF GREATER AKRON INC,PO BOX 1382,AKRON,OH,44309-1382,501(c)(3),S20,,,0
841676664,100 BLACK MEN OF GREATER AUBURN OPELIKA INC,100 BLACK MEN OF GREATER AUBURN OPELIKA INC,650 JETER AVE,OPELIKA,AL,36801-9728,501(c)(3),B82,,,0
161759421,100 BLACK MEN OF GREATER BEAUMONT INC,100 BLACK MEN OF GREATER BEAUMONT INC,PO BOX 6534,BEAUMONT,TX,77725-0534,501(c)(3),T40,http://100bmgb.org/,,0
561795371,100 BLACK MEN OF GREATER CHARLOTTE INC,100 BLACK MEN OF GREATER CHARLOTTE INC,740 W 5TH STREET STE 206,CHARLOTTE,NC,28202-1408,501(c)(3),,http://www.100blackmenofcharlotte.org/,"The mission of the 100 Black Men is to enrich the lives of African American youth through Mentoring, Education, Health & Wellness, Economic Empowerment and Leadership.",3
571071144,100 BLACK MEN OF GREATER COLUMBIA INC,100 BLACK MEN OF GREATER COLUMBIA INC,PO BOX 11507,COLUMBIA,SC,29211-1507,501(c)(3),O50,,"Mentoring youth, health awareness, education, economic",2
760439305,100 BLACK MEN OF METROPOLITAN HOUSTON INC,100 BLACK MEN OF METROPOLITAN HOUSTON INC,PO BOX 604,BELLAIRE,TX,77402-0604,501(c)(3),R99,http://100blackmenhou.org/,TO IMPROVE THE QUALITY OF LIFE IN OUR COMMUNITIES AND ENHANCE EDUCATIONAL AND ECONOMIC OPPORTUNITIES FOR ALL AFRICAN-AMERICANS.,3
721235682,100 BLACK MEN OF METROPOLITIAN BATON ROUGE,100 BLACK MEN OF METROPOLITIAN BATON ROUGE,2050 N FOSTER DR,BATON ROUGE,LA,70806-1009,501(c)(3),S82Z,http://www.100blackmenbr.org/,To give substance to a shared vision which fosters and develops model programs that build community by enhancing lives of our African-American youth.,3
581984750,100 BLACK MEN OF MIDDLE TENNESSEE INC,100 BLACK MEN OF MIDDLE TENNESSEE INC,PO BOX 280837,NASHVILLE,TN,37228-0837,501(c)(3),S800,http://www.the100middletn.org/,"To nurture and enhance the growth, development and opportunities for young Black males of Middle Tennessee.",3
391734030,100 BLACK MEN OF MILWAUKEE INC,100 BLACK MEN OF MILWAUKEE INC,PO BOX 340616,MILWAUKEE,WI,53234-0616,501(c)(3),P80,,,0
271768509,100 BLACK MEN OF MYRTLE BEACH INC,100 BLACK MEN OF MYRTLE BEACH INC,PO BOX 50098,MYRTLE BEACH,SC,29579-0002,501(c)(3),P20,,Mentoring youth and community outreach,1
222166928,100 BLACK MEN OF NEW JERSEY,100 BLACK MEN OF NEW JERSEY,PO BOX 7474,SOMERSET,NJ,08875-7474,501(c)(3),,http://www.100bmnj.org/,To improve the quality of life within our communities by providing economic and educational opportunities for african americans.,3
582052894,100 BLACK MEN OF NORTH METRO ATLANTA INC,100 BLACK MEN OF NORTH METRO ATLANTA INC,2300 HOLCOLM BRIDGE RD STE 103-215,ROSWELL,GA,30076-0000,501(c)(3),P30,http://northmetro100.org/,"We provide programs such as mentoring, education assistance, health and wellness training, economic empowerment and leadership training to youth in ages 10-18.",6
470785487,100 BLACK MEN OF OMAHA INC,100 BLACK MEN OF OMAHA INC,1015 N 98TH ST STE 200,OMAHA,NE,68114-2357,501(c)(3),B99,http://www.100blackmenomaha.org/,,0
330565511,100 BLACK MEN OF ORANGE COUNTY INC,100 BLACK MEN OF ORANGE COUNTY INC,7545 IRVINE CENTER DR,IRVINE,CA,92618-2932,501(c)(3),P20Z,,TO PROVIDE MENTORING OPPORTUNITIES,1
593068740,100 BLACK MEN OF PENSACOLA INC,100 BLACK MEN OF PENSACOLA INC,PO BOX 18536,PENSACOLA,FL,32523-8536,501(c)(3),S82Z,http://100blackmenofpensacola.org/,,0
860715610,100 BLACK MEN OF PHOENIX,100 BLACK MEN OF PHOENIX,4600 E WASHINGTON ST,PHOENIX,AZ,85034-1903,501(c)(3),O20Z,,CHARITABLE ORG FOR DISADVANTAGE,0
454510886,100 BLACK MEN OF PRINCE GEORGES COUNTY INC,100 BLACK MEN OF PRINCE GEORGES COUNTY INC,9103 WOODMORE CENTRE DRIVE 361,LANHAM,MD,20706-1653,501(c)(3),O50,http://100princegeorges.org/,Educational and other program activities.,2
582013404,100 BLACK MEN OF ROME-NORTHWEST GEORGIA INC,100 BLACK MEN OF ROME-NORTHWEST GEORGIA INC,3 CENTRAL PLAZA 182,ROME,GA,30161-3233,501(c)(3),S82Z,http://100bmor.org/,"The mission of the 100 Black Men of Rome-NWGA, Inc. is to improve the quality of life within our communities and enhance educational and economic opportunities for all African Americans.",3
941698065,100 BLACK MEN OF SACRAMENTO INC,100 BLACK MEN OF SACRAMENTO INC,1618 ALHAMBRA BLVD,SACRAMENTO,CA,95816-7601,501(c)(3),,http://www.100bmsac.org/,To engage in the mentoring of youth.,1
742924578,100 BLACK MEN OF SAN ANTONIO INC,100 BLACK MEN OF SAN ANTONIO INC,PO BOX 40284,SAN ANTONIO,TX,78229-1284,501(c)(3),P80,http://www.100blackmenofsanantonio.org/,"The mission of the 100 Black Men of San Antonio, Inc. is to improve the quality of life within our communities and enhance educational and economic opportunities for youth in the community.",3
582317389,100 BLACK MEN OF SAVANNAH INC,100 BLACK MEN OF SAVANNAH INC,PO BOX 14606,SAVANNAH,GA,31416-1606,501(c)(3),B82M,,,0
821221541,100 BLACK MEN OF SEATTLE,100 BLACK MEN OF SEATTLE,15151 52ND AVE S,TUKWILA,WA,98188-2334,501(c)(3),O30,,"Black Men coming together to work together in the spirit of cooperation to effect positive change in the collective mindset & strategic approach to provide positive imagery and results in order to lead, educate, facilitate and advocate for our youth and communities.  ",5
770371690,100 BLACK MEN OF SILICON VALLEY INC,100 BLACK MEN OF SILICON VALLEY INC,1101 S WINCHESTER BLVD STE H189,SAN JOSE,CA,95128-3903,501(c)(3),T50,,MENTORING/EDUCATION OF MINORITY YOUTH,0
680216232,100 BLACK MEN OF SONOMA INC,100 BLACK MEN OF SONOMA INC,PO BOX 1756,ROHNERT PARK,CA,94927-1756,501(c)(3),Z99Z,http://100blackmen.com/,TO PRESENT A POSITIVE BLACK MALE IMAGE COUNTY WIDE BY PROVIDING RESOURCES AND REINFORCEMENT TO BLACK YOUTH SO THEY MAY GAIN SELF ESTEEM AND CONFIDENCE,2
581945615,100 BLACK MEN OF SOUTH METRO INC,100 BLACK MEN OF SOUTH METRO INC,1513 EAST CLEVELAND AVE,EAST POINT,GA,30344-6947,501(c)(3),,http://www.100blackmensouthmetro.org/,OUR MISSION IS TO IMPROVE THE QUALITY OF LIFE WITHIN OUR COMMUNITIES AND ENHANCE EDUCATIONAL AND ECONOMIC OPPORTUNITIES FOR ALL YOUTH,1
611521550,100 BLACK MEN OF SOUTHEAST GEORGIA,100 BLACK MEN OF SOUTHEAST GEORGIA,623 SYCAMORE ST,BLACKSHEAR,GA,31516-2119,501(c)(3),P20,,,0
273591602,100 BLACK MEN OF SOUTHWEST FLORIDA INC,100 BLACK MEN OF SOUTHWEST FLORIDA INC,PO BOX 2065,FORT MYERS,FL,33902-2065,501(c)(3),S82,http://100blackmenswfl.org/,,0
61367429,100 BLACK MEN OF STAMFORD INC,100 BLACK MEN OF STAMFORD INC,PO BOX 1313,STAMFORD,CT,06904-1313,501(c)(3),S80Z,,MINORITY YOUTH DEVELOPMENT,0
262847372,100 BLACK MEN OF SYRACUSE INC,100 BLACK MEN OF SYRACUSE INC,2610 SOUTH SALINA STREET,SYRACUSE,NY,13205-1512,501(c)(3),O30,,"100 BLACK MEN OF SYRACUSE, INC. IS COMMITTED TO IMPROVING THE QUALITY OF LIFE IN THE GREATER SYRACUSE COMMUNITY THROUGH EDUCATION, ROLE MODELS AND SERVICE.",4
50598851,100 BLACK MEN OF TAMPA BAY INC,100 BLACK MEN OF TAMPA BAY INC,PO BOX 22461,TAMPA,FL,33622-2461,501(c)(3),P20,,MENTORINGEDUCATIONHEALTH & WELLNESS,0
943065997,100 BLACK MEN OF THE BAY AREA INC,100 BLACK MEN OF THE BAY AREA INC,1632 12TH ST,OAKLAND,CA,94607-1404,501(c)(3),,https://www.100blackmenba.org/,"The mission of the 100 Black Men of the Bay Area is to improve the quality of life within the Bay Area community and to enhance educational and economic opportunities for disadvantaged, disenfranchised and low- income youth and families. We are committed to helping those in our community make wiser health, lifestyle and economic decisions, and helping our youth create and accomplish educational goals that will lead to family-sustaining wages and long-term career and life success. Our motto, “What They See Is What They’ll Be” refers to a “lead by example” approach that resonates with our youth who often lack the exposure or positive behavior modeling from caring and successful African American men.",8
562096274,100 BLACK MEN OF THE CAPE FEAR REGION INCORPORATED,100 BLACK MEN OF THE CAPE FEAR REGION INCORPORATED,PO BOX 912,FAYETTEVILLE,NC,28302-0912,501(c)(3),R02,,,0
640818914,100 BLACK MEN OF THE DELTA INC,100 BLACK MEN OF THE DELTA INC,PO BOX 1371,GREENVILLE,MS,38702-1371,501(c)(3),O50,,,0
471909851,100 BLACK MEN OF THE INLAND EMPIRE INC,100 BLACK MEN OF THE INLAND EMPIRE INC,9327 FAIRWAY VIEW PLACE,RANCHO CUCAMONGA,CA,91730-0968,501(c)(3),W99,,improve the quality of life within our communities and enhance educational and economic opportunities for all African Americans.,2
232869450,100 BLACK MEN OF THE PHILADELPHIA REGION INC,100 BLACK MEN OF THE PHILADELPHIA REGION INC,1324 W CLEARFIELD ST,PHILADELPHIA,PA,19132-2423,501(c)(3),O50Z,,,0
311717138,100 BLACK MEN OF THE QUAD-CITITES INC,100 BLACK MEN OF THE QUAD-CITITES INC,PO BOX 1585,DAVENPORT,IA,52809-1585,501(c)(3),R30,,,0
300264412,100 BLACK MEN OF UPSTATE SOUTH CAROLINA INC,100 BLACK MEN OF UPSTATE SOUTH CAROLINA INC,PO BOX 16705,GREENVILLE,SC,29606-7705,501(c)(3),P99,,MENTORING AND SUPPORT OF OTHER LOCAL CHARITIES,1
582201428,100 BLACK MEN OF VALDOSTA INC,100 BLACK MEN OF VALDOSTA INC,401 E MARTIN LUTHER KING JR DR,VALDOSTA,GA,31601-5801,501(c)(3),B82,,,0
582099680,100 BLACK MEN OF WEST GEORGIA INC,100 BLACK MEN OF WEST GEORGIA INC ,PO BOX 3106,LAGRANGE,GA,30241-0028,501(c)(3),R30,,CONDUCT PROGRAMS RELATED TO YOUTH LEADERSHIP,0
621527760,100 BLACK MEN OF WEST TENNESSEE,100 BLACK MEN OF WEST TENNESSEE,PO BOX 7643,JACKSON,TN,38302-7643,501(c)(3),P20,,PROVIDING TUITION ASSISTANCE AND MENTORING TO AFRICAN AMERICAN MEN BETWEEN THE AGES OF 16 AND 25 WHO RESIDE WITHIN THE BOUNDARIES OF WEST TENNESSEE.,2
752542434,100 BLACK MEN OF WEST TEXAS INC,100 BLACK MEN OF WEST TEXAS INC,PO BOX 6331,LUBBOCK,TX,79493-6331,501(c)(3),B90,,,0
232512600,100 BLACK MEN OF WESTERN PA INC,100 BLACK MEN OF WESTERN PA INC,1835 CENTRE AVE,PITTSBURGH,PA,15219-4305,501(c)(3),Z99,http://www.pgh100bm.org/,"THE PURPOSE OF 100 BLACK MEN OF WESTERN PENNSYLVANIA, INC IS TO IMPROVE THE QUALITY OF LIFE OF OUR CITIZENS AND ENHANCE THE EDUCATIONAL OPPORTUNITIES  OF UNDERSERVED AND AT-RISK  YOUTH.",3
822765566,100 BLACK MEN SOUTH SUBURBS OF CHICAGO,100 BLACK MEN SOUTH SUBURBS OF CHICAGO,PO BOX 766,ORLAND PARK,IL,60462-0766,501(c)(3),P20,,,0
824189393,100 BLACK WOMEN COLUMBUS,100 BLACK WOMEN COLUMBUS,PO BOX 746,BRICE,OH,43109-0746,501(c)(3),,http://100blackwomencolumbus.org/,,0
453360248,100 BLACK WOMEN OF AUGUSTA,100 BLACK WOMEN OF AUGUSTA ,2083 WILLHAVEN DR,AUGUSTA,GA,30909-0653,501(c)(3),A80,http://www.100blackwomenofaugusta.com/,,0
721301797,100 BLACKMEN OF ST MARY INC,100 BLACKMEN OF ST MARY INC,PO BOX 43,MORGAN CITY,LA,70381-0043,501(c)(3),P84,http://www.100blackmenstmary.org/,Education and mentoring of youth,0
311628801,100 BLACKS WHO CARE INC,100 BLACKS WHO CARE INC,593 VANDERBILT AVE APT 133,BROOKLYN,NY,11238-3512,501(c)(3),R30,,Youth life skills and educational services,0
204949721,100 BLOCK ASSOCIATION,100 BLOCK ASSOCIATION,123 S GAY ST,KNOXVILLE,TN,37902-1004,501(c)(3),P12,http://www.100block.org/,,0
270383453,100 BMG SEATTLE,100 BMG SEATTLE,455 MASSACHUSETTS AVE NW STE 150166,WASHINGTON,DC,20001,501(c)(3),S82,,,0
814907402,100 BOYS OF CODE INC,100 BOYS OF CODE INC,258 MONTROSE DR,MCDONOUGH,GA,30253-4242,501(c)(3),B90,http://www.100boysofcode.org/,,0
813474082,100 CATHOLIC MENS AND WOMENS CLUB OF HARLINGEN,100 CATHOLIC MENS AND WOMENS CLUB OF HARLINGEN,406 W DARRELL WAYNE SHIPP ST,HARLINGEN,TX,78550-3444,501(c)(3),B82,,FUND RAISER FOR SCHOLARSHIPS,0
471850001,100 CLUB HOT SPRINGS VILLAGE,100 CLUB HOT SPRINGS VILLAGE,PO BOX 8533,HOT SPRINGS,AR,71910-8533,501(c)(3),W12,,,0
202768192,100 CLUB OF AMARILLO INC,100 CLUB OF AMARILLO INC,PO BOX 589,AMARILLO,TX,79105-0589,501(c)(3),I60,http://www.texaspanhandle100club.org/,TO PROVIDE ASSISTANCE TO THE FAMILIES OF CERTIFIED PEACE OFFICERS AND FIREFIGHTERS WHO ARE KILLED OR SERIOUSLY INJURED IN THE LINE OF DUTY AND TO PROVIDE LOCAL LAW ENFORCEMENT AND FIREFIGHTING AGENCIES WITH LIFE- PROTECTING EQUIPMENT THAT CANNOT OTHERWISE BE OBTAINED.,4
742739539,100 CLUB OF ARANSAS COUNTY,100 CLUB OF ARANSAS COUNTY,PO BOX 727,FULTON,TX,78358-0727,501(c)(3),T30,http://100clubofaransascounty.org/,,0
237172077,100 CLUB OF ARIZONA,100 CLUB OF ARIZONA,333 N 44TH ST STE 100,PHOENIX,AZ,85008-6603,501(c)(3),,http://www.100club.org/,"The primary mission of the 100 Club of Arizona is to provide immediate financial assistance to the surviving families of public safety officers and firefighters killed or seriously injured in the line of duty. The 100 Club also provides other forms of assistance which improve the safety and welfare of public safety officers, firefighters, and their families.",4
510174252,100 CLUB OF BRAZORIA COUNTY,100 CLUB OF BRAZORIA COUNTY,PO BOX 1596,LAKE JACKSON,TX,77566-1596,501(c)(3),,,TO PROVIDE FINANCIAL SUPPORT TO THE FAMILIES OF POLICE OFFICERS KILLED OR SUSTAINING CATASTROPHIC INJURY IN THE LINE OF DUTY,4
160957291,100 CLUB OF BUFFALO INC,100 CLUB OF BUFFALO INC,1967 WEHRLE DR STE 1 PMB 150,BUFFALO,NY,14221-8452,501(c)(3),,,"TO PROVIDE BENEFITS, SUPPORT, TRAINING, AND OTHER FINANCIAL ASSISTANCE TO PUBLIC SAFETY OFFICERS AND FAMILIES.",5
451793835,100 CLUB OF CHEBOYGAN COUNTY INC,100 CLUB OF CHEBOYGAN COUNTY INC,3167 CHIPPEWA BEACH RD,INDIAN RIVER,MI,49749-9726,501(c)(3),P60,,,0
810753123,100 CLUB OF COLORADO,100 CLUB OF COLORADO,4730 RUSINA ROAD,COLORADO SPRINGS,CO,80907-1772,501(c)(3),M99,http://www.the00clubcolorado.org/,,0
465391979,100 CLUB OF DUBUQUE,100 CLUB OF DUBUQUE,10148 DIXIE DR,DUBUQUE,IA,52001-8216,501(c)(3),B99,http://100clubofdubuque.org/,,0
912199223,100 CLUB OF GRUNDY COUNTY N F P,100 CLUB OF GRUNDY COUNTY N F P ,105 E MAIN ST STE 206,MORRIS,IL,60450-2138,501(c)(3),I60,,,0
640742866,100 CLUB OF JONES COUNTY,100 CLUB OF JONES COUNTY,PO BOX 768,LAUREL,MS,39441-0768,501(c)(3),,,,0
834462561,100 CLUB OF KANE COUNTY INC,100 CLUB OF KANE COUNTY INC,800 E WILSON ST,BATAVIA,IL,60510-2205,501(c)(3),M01,http://www.100kane.org/,,0
742311530,100 CLUB OF KENDALL COUNTY,100 CLUB OF KENDALL COUNTY,521 SCHWEPPE ST,BOERNE,TX,78006-2938,501(c)(3),,https://www.facebook.com/100-Club-of-Kendall-County-326562528527/,"The 100 Club of Kendall County is a non-profit organization who's mission is to provide immediate monetary support to professional Kendall County Texas first responders injured in the line of duty, or to the families of those lost in the line of duty.",8
825329312,100 CLUB OF LAKE & PORTER COUNTIES INC,100 CLUB OF LAKE & PORTER COUNTIES INC,200 W 84TH DR STE C,MERRILLVILLE,IN,46410-8605,501(c)(3),P62,http://www.100cluboflakeandporter.org/,,0
822066972,100 CLUB OF LAMAR COUNTY,100 CLUB OF LAMAR COUNTY,2910 CLARKSVILLE ST,PARIS,TX,75460-7955,501(c)(3),T50,,,0
841480553,100 CLUB OF MONTEZUMA COUNTY,100 CLUB OF MONTEZUMA COUNTY,PO BOX 1101,CORTEZ,CO,81321-1101,501(c)(3),P60,http://www.100clubofmontezumacounty.com/,,0
